id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
88,6442769,6442769,3364505,178,014241493X,9.78E+12,John Green,2008,Paper Towns,Paper Towns,en-US,3.88,461311,655271,42717,14105,47183,154479,223895,215609,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg
89,21787,21787,992628,129,345418263,9.78E+12,William Goldman,1973,The Princess Bride,The Princess Bride ,en-US,4.25,628637,658042,15630,12883,21641,89236,196047,338235,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg
90,231804,231804,1426690,156,014038572X,9.78E+12,S.E. Hinton,1967,The Outsiders,The Outsiders,en-US,4.06,659248,680437,22662,10178,34346,134244,227250,274419,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg
91,6186357,6186357,6366642,147,385737947,9.78E+12,James Dashner,2009,The Maze Runner,"The Maze Runner (Maze Runner, #1)",eng,4.02,719925,777956,48942,15291,43370,150488,266698,302109,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg
92,1202,1202,5397,124,61234001,9.78E+12,"Steven D. Levitt, Stephen J. Dubner",2005,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",en-US,3.93,524191,549301,13668,14586,26538,115789,216316,176072,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg
93,2998,2998,3186437,1350,517189607,9.78E+12,Frances Hodgson Burnett,1911,The Secret Garden,The Secret Garden,eng,4.12,639357,692249,13054,8005,25207,129646,243821,285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg
94,320,320,3295655,555,60531045,9.78E+12,"Gabriel Garc¨ªa M¨¢rquez, Gregory Rabassa",1967,Cien a?os de soledad,One Hundred Years of Solitude,eng,4.04,490565,575667,21671,27340,37646,87675,155809,267197,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg
95,5297,5297,1858012,2303,375751513,9.78E+12,"Oscar Wilde, Jeffrey Eugenides",1891,The Picture of Dorian Gray,The Picture of Dorian Gray,eng,4.06,590014,674551,19647,9825,30735,129420,246892,257679,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg
96,13536860,13536860,18034963,133,345803507,9.78E+12,E.L. James,2012,Fifty Shades Freed,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.88,387290,610116,25287,39079,55691,109963,140304,265079,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg
97,17245,17245,3165724,2207,393970124,9.78E+12,"Bram Stoker, Nina Auerbach, David J. Skal",1897,Dracula,Dracula,eng,3.98,618973,689739,17263,11756,36719,151396,246043,243825,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg
98,5060378,5060378,6976108,209,307269981,9.78E+12,"Stieg Larsson, Reg Keeland",2006,Flickan som lekte med elden,"The Girl Who Played with Fire (Millennium, #2)",eng,4.22,563994,649253,31423,4623,15781,91021,258236,279592,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg
99,11857408,11857408,16813814,147,1612130585,9.78E+12,E.L. James,2011,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.87,552059,623340,28052,37245,58935,114203,150906,262051,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg
100,7244,7244,810663,39,60786507,9.78E+12,Barbara Kingsolver,1998,The Poisonwood Bible,The Poisonwood Bible,eng,4.02,546502,562787,19941,21699,33702,92590,175725,239071,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg
101,4137,4137,1030767,59,349113912,9.78E+12,David Sedaris,2000,Me Talk Pretty One Day,Me Talk Pretty One Day,eng,3.97,495736,514276,14982,19718,29034,93427,178021,194076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
102,19543,19543,3020535,110,99408392,9.78E+12,Maurice Sendak,1963,Where the Wild Things Are,Where the Wild Things Are,eng,4.22,620618,636061,9102,15392,27532,93700,167043,332394,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg
103,7126,7126,391568,1310,140449264,9.78E+12,"Alexandre Dumas, Robin Buss",1844,Le Comte de Monte-Cristo,The Count of Monte Cristo,eng,4.21,555822,601220,15925,10381,22482,89980,183142,295235,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg
104,6288,6288,3355573,181,307265439,9.78E+12,Cormac McCarthy,2006,The Road,The Road,eng,3.95,504793,555787,38980,20086,36561,100989,190823,207328,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg
105,18710190,18710190,15524549,153,7524277,9.78E+12,Veronica Roth,2013,Allegiant,"Allegiant (Divergent, #3)",eng,3.63,463257,663226,62536,31626,78366,176061,192785,184388,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg
106,9418327,9418327,14302659,48,,,Tina Fey,2011,Bossypants,Bossypants,eng,3.94,506250,609260,35142,14842,31761,129390,230080,203187,https://images.gr-assets.com/books/1481509554m/9418327.jpg,https://images.gr-assets.com/books/1481509554s/9418327.jpg
107,3473,3473,3143497,131,446693804,9.78E+12,Nicholas Sparks,1999,A Walk to Remember,A Walk to Remember,en-US,4.15,546948,559581,11071,10640,24094,94327,169650,260870,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg
108,9416,9416,3237433,144,440241413,9.78E+12,Sophie Kinsella,2000,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg
109,24280,24280,3208463,1319,451525264,9.78E+12,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862,Les Mis¨¦rables,Les Mis¨¦rables,eng,4.14,513407,560132,12505,15225,25914,87461,167385,264147,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg
110,10572,10572,3272005,202,553381695,9.78E+12,George R.R. Martin,1998,A Clash of Kings,"A Clash of Kings  (A Song of Ice and Fire, #2)",eng,4.4,523303,606765,20325,1788,7104,56167,221706,320000,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg
111,10441,10441,2868431,98,143037145,9.78E+12,Kim Edwards,2005,The Memory Keeper's Daughter,The Memory Keeper's Daughter,eng,3.64,501430,510582,18027,19453,47004,145437,183150,115538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
112,15507958,15507958,17763198,168,670026603,9.78E+12,Jojo Moyes,2012,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg
113,168668,168668,814330,251,684833395,9.78E+12,Joseph Heller,1961,Catch-22,Catch-22,en-US,3.98,563265,582515,13734,20639,37912,106269,186745,230950,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg
114,6900,6900,1995335,172,751529818,9.78E+12,"Mitch Albom, Saulius Dagys",1997,Tuesdays with Morrie,Tuesdays with Morrie,eng,4.06,556518,584397,19272,11507,30534,107446,194448,240462,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg
115,2187,2187,1352495,125,312422156,9.78E+12,Jeffrey Eugenides,2002,Middlesex,Middlesex,en-US,3.98,488243,507998,20880,19329,30503,89740,171099,197327,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg
116,24583,24583,41326609,2448,143039563,9.78E+12,"Mark Twain, Guy Cardwell, John Seelye",1876,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,eng,3.89,555359,594226,7165,12130,34349,143659,217896,186192,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg
117,18131,18131,948387,165,440498058,9.78E+12,Madeleine L'Engle,1962,A Wrinkle in Time,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",en-US,4.04,615907,650094,19413,17313,34988,119115,209745,268933,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg
118,7763,7763,1955658,126,143038095,9.78E+12,Amy Tan,1989,The Joy Luck Club,The Joy Luck Club,eng,3.9,515090,525243,6708,14802,30197,116748,195930,167566,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg
119,38447,38447,1119185,236,038549081X,9.78E+12,Margaret Atwood,1985,The Handmaid's Tale,The Handmaid's Tale,eng,4.06,607889,683564,35925,13998,32561,116975,252942,267088,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg
120,452306,452306,1058370,93,385729332,9.78E+12,Ann Brashares,2001,The Sisterhood of the Traveling Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,525706,536604,6477,14996,42396,152024,177404,149784,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg
121,7604,7604,1268631,370,,,"Vladimir Nabokov, Craig Raine",1955,Lolita,Lolita,eng,3.88,469836,517990,18107,21091,37205,108664,165477,185553,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg
122,37442,37442,1479280,80,60987103,9.78E+12,"Gregory Maguire, Douglas Smith",1995,Wicked: The Life and Times of the Wicked Witch of the West,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,506900,525498,22926,40802,65835,132061,153583,133217,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg
123,5358,5358,38270,11,582418275,9.78E+12,John Grisham,1991,The Firm,"The Firm (Penguin Readers, Level 5)",eng,3.99,488269,488355,3139,5075,20119,111543,190966,160652,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg
124,7937843,7937843,9585076,151,316098337,9.78E+12,Emma Donoghue,2010,Room,Room,eng,4.03,511360,556327,42254,11020,26079,99831,217995,201402,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg
125,1420,1420,1885548,1929,521618746,9.78E+12,"William Shakespeare, Richard Andrews, Rex Gibson",1600,"The Tragicall Historie of Hamlet, Prince of Denmark",Hamlet,eng,4,515820,576894,8889,10413,32697,121040,192937,219807,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg
126,234225,234225,3634639,241,340839937,9.78E+12,Frank Herbert,1965,Dune,Dune (Dune Chronicles #1),eng,4.19,485032,525976,13239,13354,22778,74206,154771,260867,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg
127,2612,2612,2124255,100,316346624,9.78E+12,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,The Tipping Point: How Little Things Can Make a Big Difference,eng,3.92,490504,499066,10895,15111,25871,106453,189120,162511,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg
128,11084145,11084145,16005831,190,1451648537,9.78E+12,Walter Isaacson,2011,Steve Jobs,Steve Jobs,eng,4.09,560715,579256,15198,19680,21986,88456,203975,245159,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg
129,332613,332613,2100252,275,451163966,9.78E+12,Ken Kesey,1962,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,eng,4.18,491642,514458,7855,5672,15978,78714,191622,222472,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg
130,2165,2165,69741,666,684830493,9.78E+12,Ernest Hemingway,1952,The Old Man and the Sea,The Old Man and the Sea,eng,3.73,520630,574328,16716,28645,52583,136217,186747,170136,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg
131,4395,18114322,2931549,381,142000663,9.78E+12,John Steinbeck,1939,The Grapes of Wrath,The Grapes of Wrath,eng,3.92,322321,553352,12991,23552,40261,103475,173589,212475,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg
132,3431,3431,2561472,123,1401308589,9.78E+12,Mitch Albom,2003,The Five People You Meet in Heaven,The Five People You Meet in Heaven,,3.9,449501,474699,16682,12360,33669,107800,155830,165040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
133,8127,8127,3464264,1314,451528824,9.78E+12,L.M. Montgomery,1908,Anne of Green Gables,"Anne of Green Gables (Anne of Green Gables, #1)",eng,4.23,502247,533352,14041,8864,19531,80256,158725,265976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
134,3777732,3777732,3443248,122,1416914307,9.78E+12,Cassandra Clare,2009,City of Glass,"City of Glass (The Mortal Instruments, #3)",en-US,4.34,593173,630560,22736,6646,17351,79202,179290,348071,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg
135,62291,62291,1164465,175,055357342X,9.78E+12,George R.R. Martin,2000,A Storm of Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",eng,4.54,469022,527644,19497,1456,4820,36418,149268,335682,https://images.gr-assets.com/books/1497931121m/62291.jpg,https://images.gr-assets.com/books/1497931121s/62291.jpg
136,137791,137791,1010054,75,006075995X,9.78E+12,Rebecca Wells,1996,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,en-US,3.79,465676,470508,3867,15795,35314,120396,158451,140552,https://images.gr-assets.com/books/1408313524m/137791.jpg,https://images.gr-assets.com/books/1408313524s/137791.jpg
137,10964,10964,2489796,189,440242940,9.78E+12,Diana Gabaldon,1991,Outlander,"Outlander (Outlander, #1)",eng,4.2,515547,578842,36707,20998,27673,73126,147085,309960,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg
138,12296,12296,4925227,1579,142437263,9.78E+12,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850,The Scarlet Letter,The Scarlet Letter,eng,3.37,509883,559246,11428,34813,80444,182701,165079,96209,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg
139,9460487,9460487,14345371,155,1594744769,9.78E+12,Ransom Riggs,2011,Miss Peregrine¡¯s Home for Peculiar Children,"Miss Peregrine¡¯s Home for Peculiar Children (Miss Peregrine¡¯s Peculiar Children, #1)",en-US,3.89,613674,672222,53569,14920,45434,159227,234792,217849,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg
140,6892870,6892870,12883496,193,030726999X,9.78E+12,"Stieg Larsson, Reg Keeland",2007,Luftslottet som spr?ngdes,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",en-US,4.2,443951,526791,26766,3823,14773,78387,203297,226511,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg
141,18007564,18007564,21825181,148,804139024,9.78E+12,Andy Weir,2012,The Martian,The Martian,eng,4.39,423344,529702,61298,4114,10856,49200,173861,291671,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg
142,5043,5043,3359698,255,451207149,9.78E+12,Ken Follett,1989,The Pillars of the Earth,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,4.29,462517,495893,26283,9248,16886,57825,148052,263882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
143,18143977,18143977,25491300,139,1476746583,9.78E+12,Anthony Doerr,2014,,All the Light We Cannot See,eng,4.31,470001,547827,53413,6209,14527,61020,185239,280832,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg
144,8664353,8664353,12946965,16,1400064163,9.78E+12,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,487775,528552,41572,10308,12874,47828,144203,313339,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg
145,976,976,3135896,180,671027387,9.78E+12,Dan Brown,2001,Deception Point,Deception Point,eng,3.67,455610,479733,7798,14380,45006,143182,160819,116346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
146,17333223,17333223,24065147,108,316055433,9.78E+12,Donna Tartt,2013,The Goldfinch,The Goldfinch,eng,3.87,396756,463847,44631,19164,35300,93459,153459,162465,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg
147,1217100,29844228,2588213,150,1595141715,9.78E+12,Jay Asher,2007,Thirteen Reasons Why,Thirteen Reasons Why,eng,4.02,463783,571281,43467,15246,35668,105414,179197,235756,https://images.gr-assets.com/books/1333822506m/1217100.jpg,https://images.gr-assets.com/books/1333822506s/1217100.jpg
148,2865,2865,3358875,169,452287022,9.78E+12,Tracy Chevalier,1999,Girl with a Pearl Earring,Girl with a Pearl Earring,eng,3.85,467577,492177,8011,11525,28287,123463,189656,139246,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg
149,4374400,4374400,4422413,130,525421033,9.78E+12,Gayle Forman,2009,If I Stay,"If I Stay (If I Stay, #1)",en-US,3.96,503527,567087,34959,12666,34896,122977,190793,205755,https://images.gr-assets.com/books/1347462970m/4374400.jpg,https://images.gr-assets.com/books/1347462970s/4374400.jpg
150,4989,4989,1041558,80,312353766,9.78E+12,Anita Diamant,1997,The Red Tent,The Red Tent,en-US,4.16,424981,449217,17234,9470,19616,67878,146178,206075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
151,28186,28186,43554,121,786856866,9.78E+12,Rick Riordan,2006,The Sea of Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",eng,4.23,514932,550512,20097,2967,13884,91127,188988,253546,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg
152,5526,5526,3222389,111,446528056,9.78E+12,Nicholas Sparks,2006,Dear John,Dear John,en-US,4.01,441062,454781,10626,9683,25220,94711,145202,179965,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
153,1582996,1582996,1575860,125,1416914293,9.78E+12,Cassandra Clare,2008,City of Ashes,"City of Ashes (The Mortal Instruments, #2)",eng,4.21,541117,586008,23643,6135,20075,92626,192934,274238,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg
154,8852,8852,1896522,1732,743477103,9.78E+12,William Shakespeare,1606,The Tragedy of Macbeth,Macbeth,eng,3.88,496018,524826,7609,10551,35408,127354,183871,167642,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
155,15241,15241,2963845,453,618346260,9.78E+12,J.R.R. Tolkien,1954,The Two Towers,"The Two Towers (The Lord of the Rings, #2)",en-US,4.42,480446,532209,6980,3013,10264,55433,156232,307267,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg
156,42156,42156,1789440,65,031232118X,9.78E+12,Emily Giffin,2004,Something Borrowed,"Something Borrowed (Darcy & Rachel, #1)",eng,3.83,403601,435189,11567,16019,29297,104322,148507,137044,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg
157,23772,23772,86934,72,394800168,9.78E+12,"Dr. Seuss, ??? ????",1960,Green Eggs and Ham,Green Eggs and Ham,en-US,4.29,457475,461041,7370,6605,14530,66873,121751,251282,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg
158,6310,6310,2765786,338,142403881,9.78E+12,"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",eng,4.1,453959,494747,8473,6236,17193,94240,178216,198862,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg
159,2120932,2120932,2377629,92,1423101464,9.78E+12,Rick Riordan,2008,The Battle of the Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",eng,4.39,508214,537708,14098,2435,8093,62108,172289,292783,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg
160,2623,2623,2612809,1725,192833596,9.78E+12,Charles Dickens,1860,Great Expectations,Great Expectations,eng,3.75,459247,507187,12311,22811,44293,120385,170702,148996,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
161,18512,18512,2964424,470,345339738,9.78E+12,J.R.R. Tolkien,1955,The Return of the King,"The Return of the King (The Lord of the Rings, #3)",en-US,4.51,463959,510537,6644,2691,8008,42693,132149,324996,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg
162,49552,49552,3324344,675,,,"Albert Camus, Matthew    Ward",1942,L¡¯¨¦tranger,The Stranger,eng,3.96,420600,483623,14836,10563,28920,100140,174957,169043,https://images.gr-assets.com/books/1349927872m/49552.jpg,https://images.gr-assets.com/books/1349927872s/49552.jpg
163,7736182,7736182,10107891,72,142311339X,9.78E+12,Rick Riordan,2010,The Lost Hero,"The Lost Hero (The Heroes of Olympus, #1)",eng,4.35,271576,489495,17107,5020,11267,58590,148498,266120,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
164,15745753,15745753,17225055,103,1250012570,9.78E+12,Rainbow Rowell,2013,Eleanor & Park,Eleanor & Park,eng,4.11,514312,579753,53005,12904,26371,94470,196224,249784,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg
165,13497,13497,1019062,176,055358202X,9.78E+12,George R.R. Martin,2005,A Feast for Crows,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,428186,481130,18876,3170,18574,94401,175973,189012,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg
166,7735333,7735333,9631645,84,525423648,9.78E+12,Ally Condie,2010,Matched,"Matched (Matched, #1)",eng,3.68,511815,530680,30226,24343,53804,138030,165412,149091,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg
167,4407,30165203,1970226,196,747263744,9.78E+12,Neil Gaiman,2001,American Gods,"American Gods (American Gods, #1)",eng,4.11,378019,518343,27587,9888,24944,83253,178346,221912,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
168,149267,149267,1742269,195,385199570,9.78E+12,"Stephen King, Bernie Wrightson",1978,The Stand,The Stand,en-US,4.34,438832,469953,13808,5647,13612,56722,134098,259874,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg
169,6400090,6400090,6588800,95,446547565,9.78E+12,Nicholas Sparks,2008,The Last Song,The Last Song,en-GB,4.14,424637,438429,11051,7253,17803,77712,140241,195420,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg
170,11125,11125,40195,185,552151696,9.78E+12,Dan Brown,1998,Digital Fortress,Digital Fortress,en-GB,3.6,423019,447503,7538,16592,47507,136196,144029,103179,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg
171,6969,6969,3360164,1710,141439580,9.78E+12,"Jane Austen, Fiona Stafford",1815,Emma,Emma,eng,3.99,459826,497949,11724,11386,25777,102144,178238,180404,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
172,15823480,15823480,2507928,1492,345803922,9.78E+12,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,§¡§ß§ß§Ñ §¬§Ñ§â§Ö§ß§Ú§ß§Ñ,Anna Karenina,eng,4.02,297472,472796,18064,11738,26945,88365,158179,187569,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
173,227463,227463,23596,283,393312836,9.78E+12,Anthony Burgess,1962,A Clockwork Orange,A Clockwork Orange,eng,3.98,431195,454391,9958,14741,24244,84863,163488,167055,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg
174,1812457,1812457,2666268,134,964729237,9.78E+12,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,The Shack,eng,3.74,419539,438292,29377,35734,42977,84751,111923,162907,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg
175,4502507,4556058,4551489,87,739380338,9.78E+12,Rick Riordan,2009,The Last Olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,397500,499510,17693,2098,6501,45208,133168,312535,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg
176,18342,830502,150259,7,451169514,9.78E+12,Stephen King,1986,It,It,en-US,4.18,292592,479381,11698,8464,19610,75841,148672,226794,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
