lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.3116295,-75.3310962,SUMMIT ST & COLONIAL AVE;  FRANCONIA; Station 339; 2015-12-11 @ 12:57:49;,18964,EMS: DIZZINESS,2015/12/11 12:57,FRANCONIA,SUMMIT ST & COLONIAL AVE,1
40.246831,-75.2924826,MAIN ST & S MITCHELL AVE;  LANSDALE; Station 345B; 2015-12-11 @ 13:01:10;,19446,EMS: HEAD INJURY,2015/12/11 13:01,LANSDALE,MAIN ST & S MITCHELL AVE,1
40.2502049,-75.3129519,WESTHAMPTON WAY & TROXEL RD;  TOWAMENCIN; Station 345B; 2015-12-11 @ 13:01:51;,19446,EMS: MEDICAL ALERT ALARM,2015/12/11 13:01,TOWAMENCIN,WESTHAMPTON WAY & TROXEL RD,1
40.1233907,-75.3369417,E WOOD ST & POWELL ST; NORRISTOWN; 2015-12-11 @ 13:01:01;,19401,Traffic: VEHICLE ACCIDENT -,2015/12/11 13:01,NORRISTOWN,E WOOD ST & POWELL ST,1
40.1198332,-75.1253492,WYNDMOOR CIR & DEAD END; ABINGTON; 2015-12-11 @ 13:04:21-Station:STA200;,,Fire: FIRE ALARM,2015/12/11 13:04,ABINGTON,WYNDMOOR CIR & DEAD END,1
40.1517741,-75.3365695,GERMANTOWN PIKE & RR CROSSING;  EAST NORRITON; Station 308B; 2015-12-11 @ 13:05:12;,,EMS: HEAD INJURY,2015/12/11 13:05,EAST NORRITON,GERMANTOWN PIKE & RR CROSSING,1
40.1141098,-75.1814483,GARTH RD & GOLF RD;  SPRINGFIELD; Station 311; 2015-12-11 @ 13:02:34;,19075,EMS: LACERATIONS,2015/12/11 13:02,SPRINGFIELD,GARTH RD & GOLF RD,1
40.150008,-75.3127546,SYCAMORE LN & STONEY CREEK RD;  EAST NORRITON; Station 308; 2015-12-11 @ 13:17:41;,19401,EMS: UNCONSCIOUS SUBJECT,2015/12/11 13:17,EAST NORRITON,SYCAMORE LN & STONEY CREEK RD,1
40.1007482,-75.2151078,WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2015-12-11 @ 13:16:51;,19031,EMS: CVA/STROKE,2015/12/11 13:16,SPRINGFIELD,WISSAHICKON AVE & ROSE LN,1
40.0056436,-75.2219357,BELMONT AVE & ST ASAPHS RD;  LOWER MERION; Station 313; 2015-12-11 @ 13:21:15;,19004,EMS: FALL VICTIM,2015/12/11 13:21,LOWER MERION,BELMONT AVE & ST ASAPHS RD,1
40.2290259,-75.6374854,KEIM ST & W MEADOWBROOK RD;  CHESTER COUNTY; Station 3A84; 2015-12-11 @ 13:23:38;,19465,EMS: FALL VICTIM,2015/12/11 13:23,CHESTER COUNTY,KEIM ST & W MEADOWBROOK RD,1
40.1252484,-75.336178,FORNANCE ST & LOCUST ST;  NORRISTOWN; Station 308A; 2015-12-11 @ 13:30:33;,19401,EMS: SUBJECT IN PAIN,2015/12/11 13:30,NORRISTOWN,FORNANCE ST & LOCUST ST,1
40.095171,-75.414699,1ST AVE & FREEDOM DR;  UPPER MERION; Station 317; 2015-12-11 @ 13:26:32;,19406,EMS: HEAD INJURY,2015/12/11 13:26,UPPER MERION,1ST AVE & FREEDOM DR,1
39.9975395,-75.2599846,BEDFORD PL & E WYNNEWOOD RD; LOWER MERION; 2015-12-11 @ 13:28:36;,19066,Traffic: VEHICLE ACCIDENT -,2015/12/11 13:28,LOWER MERION,BEDFORD PL & E WYNNEWOOD RD,1
40.2118999,-75.4948307,RIDGE PIKE & KLINE RD; UPPER PROVIDENCE; 2015-12-11 @ 13:30:18;,19468,Traffic: VEHICLE ACCIDENT -,2015/12/11 13:30,UPPER PROVIDENCE,RIDGE PIKE & KLINE RD,1
40.2451166,-75.6460071,HIGH ST & S EVANS ST;  POTTSTOWN; Station 329; 2015-12-11 @ 13:31:54;,19464,EMS: SUBJECT IN PAIN,2015/12/11 13:31,POTTSTOWN,HIGH ST & S EVANS ST,1
40.0781228,-75.0888912,FOX ST;  ROCKLEDGE; Station 382; 2015-12-11 @ 13:32:30;,19046,EMS: UNCONSCIOUS SUBJECT,2015/12/11 13:32,ROCKLEDGE,FOX ST,1
40.1660423,-75.0867478,DAVISVILLE RD & BYBERRY RD; UPPER MORELAND; 2015-12-11 @ 13:34:52;,19040,Traffic: VEHICLE ACCIDENT -,2015/12/11 13:34,UPPER MORELAND,DAVISVILLE RD & BYBERRY RD,1
40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST;  SCHWENKSVILLE; Station 331; 2015-12-11 @ 13:48:20;,19473,EMS: HEAD INJURY,2015/12/11 13:48,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST,1
40.1440629,-75.1940993,CORY DR & PINETREE PL;  UPPER DUBLIN; Station 351; 2015-12-11 @ 13:47:50;,19034,EMS: SUBJECT IN PAIN,2015/12/11 13:47,UPPER DUBLIN,CORY DR & PINETREE PL,1
40.1196045,-75.2849004,GERMANTOWN PIKE & ATRIUM WAY;  PLYMOUTH; Station 308; 2015-12-11 @ 13:49:01;,19462,EMS: SUBJECT IN PAIN,2015/12/11 13:49,PLYMOUTH,GERMANTOWN PIKE & ATRIUM WAY,1
40.2446583,-75.5338868,FRANKLIN CT & MADISON CT;  LIMERICK; Station 324A; 2015-12-11 @ 13:47:21;,19468,EMS: GENERAL WEAKNESS,2015/12/11 13:47,LIMERICK,FRANKLIN CT & MADISON CT,1
40.254768,-75.6604586,SHOEMAKER RD & ROBINSON ST;  POTTSTOWN; Station 329; 2015-12-11 @ 14:00:57;,19464,EMS: UNCONSCIOUS SUBJECT,2015/12/11 14:00,POTTSTOWN,SHOEMAKER RD & ROBINSON ST,1
40.2290075,-75.3878525,SCHUYLKILL RD & RAMP RT724 TO RT100 SB; CHESTER COUNTY; 2015-12-11 @ 13:57:14;,,Traffic: VEHICLE LEAKING FUEL -,2015/12/11 13:57,CHESTER COUNTY,SCHUYLKILL RD & RAMP RT724 TO RT100 SB,1
40.1003438,-75.2939548,CHEMICAL RD & GALLAGHER RD; PLYMOUTH; 2015-12-11 @ 14:06:20-Station:STA43;,19462,Fire: FIRE ALARM,2015/12/11 14:06,PLYMOUTH,CHEMICAL RD & GALLAGHER RD,1
40.2442013,-75.582403,HIGH ST & S PARK RD;  LOWER POTTSGROVE; Station 329; 2015-12-11 @ 14:10:08;,19464,EMS: MEDICAL ALERT ALARM,2015/12/11 14:10,LOWER POTTSGROVE,HIGH ST & S PARK RD,1
40.2025969,-75.4255965,VILLAGE AVE & WISTERIA WAY;  SKIPPACK; Station 336; 2015-12-11 @ 14:14:19;,19426,EMS: RESPIRATORY EMERGENCY,2015/12/11 14:14,SKIPPACK,VILLAGE AVE & WISTERIA WAY,1
40.2102834,-75.5699154,CHURCH RD & MAIN ST; LIMERICK; 2015-12-11 @ 14:15:52;,19468,Traffic: VEHICLE ACCIDENT -,2015/12/11 14:15,LIMERICK,CHURCH RD & MAIN ST,1
40.0833993,-75.2929707,E 14TH AVE & HALLOWELL ST; WHITEMARSH; 2015-12-11 @ 14:16:26;,19428,Traffic: VEHICLE ACCIDENT -,2015/12/11 14:16,WHITEMARSH,E 14TH AVE & HALLOWELL ST,1
40.1050905,-75.3384238,4TH ST & HOLSTEIN ST;  BRIDGEPORT; Station 317; 2015-12-11 @ 14:19:32;,19405,EMS: CARDIAC EMERGENCY,2015/12/11 14:19,BRIDGEPORT,4TH ST & HOLSTEIN ST,1
40.2254016,-75.4469886,IRON BRIDGE DR & RAHNS RD;  PERKIOMEN; Station 324; 2015-12-11 @ 14:20:00;,,EMS: CARDIAC EMERGENCY,2015/12/11 14:20,PERKIOMEN,IRON BRIDGE DR & RAHNS RD,1
40.1302626,-75.3528617,JAMES ST & SELMA ST; NORRISTOWN; 2015-12-11 @ 14:16:25-Station:STA27;,19401,Fire: BUILDING FIRE,2015/12/11 14:16,NORRISTOWN,JAMES ST & SELMA ST,1
40.0813544,-75.2988945,FAYETTE ST & W 10TH AVE; CONSHOHOCKEN; 2015-12-11 @ 14:19:13;,19428,Traffic: ROAD OBSTRUCTION -,2015/12/11 14:19,CONSHOHOCKEN,FAYETTE ST & W 10TH AVE,1
40.1938129,-75.2421421,SUMNEYTOWN PIKE & STONEBRIDGE RD;  LOWER GWYNEDD; Station 351; 2015-12-11 @ 14:23:00;,19002,EMS: NAUSEA/VOMITING,2015/12/11 14:23,LOWER GWYNEDD,SUMNEYTOWN PIKE & STONEBRIDGE RD,1
40.2456734,-75.2796667,BROAD ST & E 6TH ST;  LANSDALE; Station 345; 2015-12-11 @ 14:28:53;,19446,EMS: FALL VICTIM,2015/12/11 14:28,LANSDALE,BROAD ST & E 6TH ST,1
40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2015-12-11 @ 14:35:36;,19038,EMS: CARDIAC EMERGENCY,2015/12/11 14:35,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,1
40.2261232,-75.2178868,SAVORY LN & REGENCY DR;  MONTGOMERY; Station 345A; 2015-12-11 @ 14:32:50;,19454,EMS: CVA/STROKE,2015/12/11 14:32,MONTGOMERY,SAVORY LN & REGENCY DR,1
40.0864554,-75.1573831,RICES MILL RD & PANTHER RD; CHELTENHAM; 2015-12-11 @ 14:32:55;,19095,Traffic: DISABLED VEHICLE -,2015/12/11 14:32,CHELTENHAM,RICES MILL RD & PANTHER RD,1
40.1224741,-75.3586461,W AIRY ST & HAMILTON ST; NORRISTOWN; 2015-12-11 @ 14:32:51;,19401,Traffic: VEHICLE ACCIDENT -,2015/12/11 14:32,NORRISTOWN,W AIRY ST & HAMILTON ST,1
40.118372,-75.351878,MAIN ST & GEORGE ST;  NORRISTOWN; Station 308A; 2015-12-11 @ 14:38:19;,19401,EMS: ABDOMINAL PAINS,2015/12/11 14:38,NORRISTOWN,MAIN ST & GEORGE ST,1
39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2015-12-11 @ 14:42:11;,19151,EMS: SYNCOPAL EPISODE,2015/12/11 14:42,LOWER MERION,CITY AVE & HOLLINGSWORTH RD,1
40.1142023,-75.3268041,NEW HOPE ST & CEDAR LN;  NORRISTOWN; Station 308A; 2015-12-11 @ 14:47:51;,19401,EMS: GENERAL WEAKNESS,2015/12/11 14:47,NORRISTOWN,NEW HOPE ST & CEDAR LN,1
40.1121357,-75.3209352,PENN RD & FAIRFIELD RD;  PLYMOUTH; Station 308; 2015-12-11 @ 14:46:58;,19462,EMS: RESPIRATORY EMERGENCY,2015/12/11 14:46,PLYMOUTH,PENN RD & FAIRFIELD RD,1
40.1847975,-75.286879,TWIN SILO DR & MORRIS RD;  WHITPAIN; Station 385; 2015-12-11 @ 14:52:41;,19422,EMS: FALL VICTIM,2015/12/11 14:52,WHITPAIN,TWIN SILO DR & MORRIS RD,1
40.1087245,-75.1927332,RAMP RT309 SB TO RT73 & CHURCH RD; SPRINGFIELD; 2015-12-11 @ 14:55:05;,,Traffic: DISABLED VEHICLE -,2015/12/11 14:55,SPRINGFIELD,RAMP RT309 SB TO RT73 & CHURCH RD,1
40.1198332,-75.1253492,MORELAND RD & RR CROSSING; ABINGTON; 2015-12-11 @ 14:57:02-Station:STA500;,,Fire: FIRE ALARM,2015/12/11 14:57,ABINGTON,MORELAND RD & RR CROSSING,1
40.0619215,-75.1176549,COVENTRY AVE & NEW SECOND ST; CHELTENHAM; 2015-12-11 @ 15:00:07;,19027,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:00,CHELTENHAM,COVENTRY AVE & NEW SECOND ST,1
40.1305332,-75.4049379,EGYPT RD & WEDGEWOOD WAY;  LOWER PROVIDENCE; Station 322A; 2015-12-11 @ 15:02:20;,19403,EMS: NAUSEA/VOMITING,2015/12/11 15:02,LOWER PROVIDENCE,EGYPT RD & WEDGEWOOD WAY,1
40.1130531,-75.1687842,MT CARMEL AVE & STATION AVE; ABINGTON; 2015-12-11 @ 15:05:06-Station:STA400;,19038,Fire: FIRE ALARM,2015/12/11 15:05,ABINGTON,MT CARMEL AVE & STATION AVE,1
40.2102834,-75.5699154,MAIN ST & CHURCH RD; LIMERICK; 2015-12-11 @ 15:05:05;,19468,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:05,LIMERICK,MAIN ST & CHURCH RD,1
40.1058897,-75.0847407,HUNTINGDON PIKE & MOREDON RD;  ABINGTON; Station 382; 2015-12-11 @ 15:07:45;,19006,EMS: FALL VICTIM,2015/12/11 15:07,ABINGTON,HUNTINGDON PIKE & MOREDON RD,1
40.075421,-75.28826,HECTOR ST & LEE ST; WHITEMARSH; 2015-12-11 @ 15:08:24-Station:STA45;,19428,Fire: FIRE ALARM,2015/12/11 15:08,WHITEMARSH,HECTOR ST & LEE ST,1
40.312017,-75.3252905,MAIN ST & CENTRAL AVE; SOUDERTON; 2015-12-11 @ 15:09:15-Station:STA74;,18964,Fire: GAS-ODOR/LEAK,2015/12/11 15:09,SOUDERTON,MAIN ST & CENTRAL AVE,1
40.1025302,-75.2129155,BETHLEHEM PIKE & E WISSAHICKON AVE; SPRINGFIELD; 2015-12-11 @ 15:12:51-Station:STA6;,19031,Fire: FIRE ALARM,2015/12/11 15:12,SPRINGFIELD,BETHLEHEM PIKE & E WISSAHICKON AVE,1
40.1234655,-75.0432767,PHILMONT AVE & TOMLINSON RD; LOWER MORELAND; 2015-12-11 @ 15:20:29;,19006,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:20,LOWER MORELAND,PHILMONT AVE & TOMLINSON RD,1
40.312017,-75.3252905,MAIN ST & CENTRAL AVE;  SOUDERTON; Station 339; 2015-12-11 @ 15:26:05;,18964,EMS: DIZZINESS,2015/12/11 15:26,SOUDERTON,MAIN ST & CENTRAL AVE,1
40.130215,-75.3824469,BERKLEY RD & VARNUM RD; WEST NORRITON; 2015-12-11 @ 15:26:34-Station:STA46;,19403,Fire: FIRE ALARM,2015/12/11 15:26,WEST NORRITON,BERKLEY RD & VARNUM RD,1
40.135719,-75.114636,OLD YORK RD & PARKVIEW AVE; ABINGTON; 2015-12-11 @ 15:29:22;,19001,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:29,ABINGTON,OLD YORK RD & PARKVIEW AVE,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; Station 308; 2015-12-11 @ 15:32:09;,19462,EMS: SYNCOPAL EPISODE,2015/12/11 15:32,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.1274502,-75.3618445,MARSHALL ST & N MONTGOMERY AVE; WEST NORRITON; 2015-12-11 @ 15:30:40;,19403,Traffic: DISABLED VEHICLE -,2015/12/11 15:30,WEST NORRITON,MARSHALL ST & N MONTGOMERY AVE,1
40.0972222,-75.3761952,SCHUYLKILL EXPY & RR OVERPASS; UPPER MERION; 2015-12-11 @ 15:41:06;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:41,UPPER MERION,SCHUYLKILL EXPY & RR OVERPASS,1
40.0812601,-75.1370254,RT309 EXPY & S EASTON RD OVERPASS; CHELTENHAM; 2015-12-11 @ 15:45:58;,,Traffic: DISABLED VEHICLE -,2015/12/11 15:45,CHELTENHAM,RT309 EXPY & S EASTON RD OVERPASS,1
40.1805757,-75.1333253,HORSHAM RD & DRESHER RD; HORSHAM; 2015-12-11 @ 15:42:03;,19044,Traffic: ROAD OBSTRUCTION -,2015/12/11 15:42,HORSHAM,HORSHAM RD & DRESHER RD,1
40.2859406,-75.6382657,UPLAND SQUARE DR & RT100 SB; UPPER POTTSGROVE; 2015-12-11 @ 15:45:01;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:45,UPPER POTTSGROVE,UPLAND SQUARE DR & RT100 SB,1
40.0812601,-75.1370254,RT309 EXPY & S EASTON RD OVERPASS; CHELTENHAM; 2015-12-11 @ 15:47:46;,,Traffic: DISABLED VEHICLE -,2015/12/11 15:47,CHELTENHAM,RT309 EXPY & S EASTON RD OVERPASS,1
40.135788,-75.5076694,BRIDGE ST & TOWPATH; UPPER PROVIDENCE; 2015-12-11 @ 15:48:02;,19453,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:48,UPPER PROVIDENCE,BRIDGE ST & TOWPATH,1
40.1160864,-75.0521552,HIGH RD & VALLEY VIEW DR;  LOWER MORELAND; Station 355; 2015-12-11 @ 15:46:34;,19006,EMS: FALL VICTIM,2015/12/11 15:46,LOWER MORELAND,HIGH RD & VALLEY VIEW DR,1
40.30479,-75.3638279,HARLEYSVILLE PIKE;  SOUDERTON; Station 339; 2015-12-11 @ 15:48:50;,,EMS: VEHICLE ACCIDENT,2015/12/11 15:48,SOUDERTON,HARLEYSVILLE PIKE,1
40.30479,-75.3638279,HARLEYSVILLE PIKE; SOUDERTON; 2015-12-11 @ 15:48:36-Station:STA74;,,Fire: VEHICLE ACCIDENT,2015/12/11 15:48,SOUDERTON,HARLEYSVILLE PIKE,1
40.2145813,-75.2892004,SUMNEYTOWN PIKE & DICKERSON RD; UPPER GWYNEDD; 2015-12-11 @ 15:47:10;,19454,Traffic: DISABLED VEHICLE -,2015/12/11 15:47,UPPER GWYNEDD,SUMNEYTOWN PIKE & DICKERSON RD,1
40.3156427,-75.3313895,HARLEYSVILLE PIKE & E RELIANCE RD; SOUDERTON; 2015-12-11 @ 15:49:16;,18964,Traffic: VEHICLE ACCIDENT -,2015/12/11 15:49,SOUDERTON,HARLEYSVILLE PIKE & E RELIANCE RD,1
40.0296652,-75.3242811,MONTGOMERY AVE & AIRDALE RD;  LOWER MERION; Station 313; 2015-12-11 @ 15:55:15;,19010,EMS: FRACTURE,2015/12/11 15:55,LOWER MERION,MONTGOMERY AVE & AIRDALE RD,1
40.1204766,-75.3486024,CHAIN ST & W BLACKBERRY ALY;  NORRISTOWN; Station 308A; 2015-12-11 @ 15:53:38;,19401,EMS: RESPIRATORY EMERGENCY,2015/12/11 15:53,NORRISTOWN,CHAIN ST & W BLACKBERRY ALY,1
40.2794736,-75.3877094,MAIN ST & MAPLE AVE;  LOWER SALFORD; Station 344; 2015-12-11 @ 15:59:50;,19438,EMS: ABDOMINAL PAINS,2015/12/11 15:59,LOWER SALFORD,MAIN ST & MAPLE AVE,1
40.2054916,-75.1686598,EVERGREEN RD & WILLOWBROOK RD;  HORSHAM; Station 352; 2015-12-11 @ 16:04:10;,19044,EMS: HEMORRHAGING,2015/12/11 16:04,HORSHAM,EVERGREEN RD & WILLOWBROOK RD,1
40.1524351,-75.1356188,WELSH RD & CARLSON DR;  UPPER DUBLIN; Station 381; 2015-12-11 @ 16:02:18;,19090,EMS: VEHICLE ACCIDENT,2015/12/11 16:02,UPPER DUBLIN,WELSH RD & CARLSON DR,1
40.1305332,-75.4049379,EGYPT RD & WEDGEWOOD WAY; LOWER PROVIDENCE; 2015-12-11 @ 16:03:32;,19403,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:03,LOWER PROVIDENCE,EGYPT RD & WEDGEWOOD WAY,1
40.1524351,-75.1356188,WELSH RD & CARLSON DR; UPPER DUBLIN; 2015-12-11 @ 16:05:23;,19090,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:05,UPPER DUBLIN,WELSH RD & CARLSON DR,1
40.2624394,-75.2714188,COWPATH RD & PINE ST; HATFIELD TOWNSHIP; 2015-12-11 @ 16:02:11;,19440,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:02,HATFIELD TOWNSHIP,COWPATH RD & PINE ST,1
40.1793752,-75.2362381,MCKEAN RD & RT309 OVERPASS; LOWER GWYNEDD; 2015-12-11 @ 16:06:19-Station:STA7;,,Fire: BURN VICTIM,2015/12/11 16:06,LOWER GWYNEDD,MCKEAN RD & RT309 OVERPASS,1
40.1793752,-75.2362381,MCKEAN RD & RT309 OVERPASS;  LOWER GWYNEDD; Station 351; 2015-12-11 @ 16:06:11;,,EMS: BURN VICTIM,2015/12/11 16:06,LOWER GWYNEDD,MCKEAN RD & RT309 OVERPASS,1
40.0811951,-75.1332615,W CHURCH RD;  CHELTENHAM; Station 358; 2015-12-11 @ 16:10:26;,19095,EMS: VEHICLE ACCIDENT,2015/12/11 16:10,CHELTENHAM,W CHURCH RD,1
40.0837614,-75.1422046,W CHURCH RD & WASHINGTON LN; CHELTENHAM; 2015-12-11 @ 16:10:41;,19095,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:10,CHELTENHAM,W CHURCH RD & WASHINGTON LN,1
40.0966894,-75.2674978,GERMANTOWN PIKE & FAIRWAY RD; WHITEMARSH; 2015-12-11 @ 16:09:35;,19462,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:09,WHITEMARSH,GERMANTOWN PIKE & FAIRWAY RD,1
40.0811951,-75.1332615,W CHURCH RD; CHELTENHAM; 2015-12-11 @ 16:11:49-Station:STA5;,19095,Fire: VEHICLE ACCIDENT,2015/12/11 16:11,CHELTENHAM,W CHURCH RD,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-11 @ 16:19:06;,19438,EMS: FALL VICTIM,2015/12/11 16:19,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.1320369,-75.3773048,MAIN ST & LIBERTY AVE; WEST NORRITON; 2015-12-11 @ 16:18:30-Station:STA46;,19403,Fire: FIRE INVESTIGATION,2015/12/11 16:18,WEST NORRITON,MAIN ST & LIBERTY AVE,1
40.1546984,-75.1392426,WELSH RD & COMPUTER AVE; UPPER MORELAND; 2015-12-11 @ 16:20:53;,19090,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:20,UPPER MORELAND,WELSH RD & COMPUTER AVE,1
40.1546984,-75.1392426,WELSH RD & COMPUTER AVE; UPPER MORELAND; 2015-12-11 @ 16:19:00;,19090,Traffic: VEHICLE ACCIDENT -,2015/12/11 16:19,UPPER MORELAND,WELSH RD & COMPUTER AVE,1
40.02461,-75.3247469,LANCASTER AVE & WATER ST; LOWER MERION; 2015-12-11 @ 16:30:17;,19010,Traffic: DISABLED VEHICLE -,2015/12/11 16:30,LOWER MERION,LANCASTER AVE & WATER ST,1
40.2220947,-75.5658544,EVANSBROOKE LN & LIMERICK CENTER RD;  LIMERICK; Station 324A; 2015-12-11 @ 16:35:30;,19464,EMS: MEDICAL ALERT ALARM,2015/12/11 16:35,LIMERICK,EVANSBROOKE LN & LIMERICK CENTER RD,1
40.2161897,-75.2387945,ARBOUR GREEN CIR & CLOVER LEAF LN; MONTGOMERY; 2015-12-11 @ 16:32:13-Station:STA18;,18936,Fire: RESCUE - GENERAL,2015/12/11 16:32,MONTGOMERY,ARBOUR GREEN CIR & CLOVER LEAF LN,1
40.3394393,-75.4556002,GERYVILLE PIKE & WOODRIDGE DR; MARLBOROUGH; 2015-12-11 @ 16:33:38-Station:STA42;,18054,Fire: WOODS/FIELD FIRE,2015/12/11 16:33,MARLBOROUGH,GERYVILLE PIKE & WOODRIDGE DR,1
40.2161897,-75.2387945,ARBOUR GREEN CIR & CLOVER LEAF LN;  MONTGOMERY; Station 345A; 2015-12-11 @ 16:32:27;,18936,EMS: RESCUE - GENERAL,2015/12/11 16:32,MONTGOMERY,ARBOUR GREEN CIR & CLOVER LEAF LN,1
40.251523,-75.329557,NEWBURY WAY & DEAD END;  TOWAMENCIN; Station 345B; 2015-12-11 @ 16:40:08;,,EMS: MEDICAL ALERT ALARM,2015/12/11 16:40,TOWAMENCIN,NEWBURY WAY & DEAD END,1
40.1391298,-75.434163,SKYLINE DR & BETTIE LN;  LOWER PROVIDENCE; Station 322A; 2015-12-11 @ 16:44:11;,19403,EMS: ALTERED MENTAL STATUS,2015/12/11 16:44,LOWER PROVIDENCE,SKYLINE DR & BETTIE LN,1
40.0222096,-75.2768064,OLD GULPH RD & MCCLENAGHAN MILL RD; LOWER MERION; 2015-12-11 @ 16:48:28-Station:STA26;,19096,Fire: FIRE ALARM,2015/12/11 16:48,LOWER MERION,OLD GULPH RD & MCCLENAGHAN MILL RD,1
40.2505919,-75.6744381,PRINCE ST; POTTSTOWN; 2015-12-11 @ 16:49:49-Station:STA69;,19464,Fire: WOODS/FIELD FIRE,2015/12/11 16:49,POTTSTOWN,PRINCE ST,1
40.1061366,-75.1427146,JENKINTOWN RD & ABINGTON AVE;  ABINGTON; Station 383; 2015-12-11 @ 16:47:33;,19038,EMS: BACK PAINS/INJURY,2015/12/11 16:47,ABINGTON,JENKINTOWN RD & ABINGTON AVE,1
40.1803086,-75.451949,2ND AVE & STINE DR;  COLLEGEVILLE; Station 324; 2015-12-11 @ 16:57:46;,19426,EMS: DIABETIC EMERGENCY,2015/12/11 16:57,COLLEGEVILLE,2ND AVE & STINE DR,1
40.0083463,-75.2938805,ARDMORE AVE & W ATHENS AVE;  LOWER MERION; Station 313; 2015-12-11 @ 16:58:15;,19003,EMS: DIABETIC EMERGENCY,2015/12/11 16:58,LOWER MERION,ARDMORE AVE & W ATHENS AVE,1
40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; Station 308B; 2015-12-11 @ 17:03:37;,19403,EMS: OVERDOSE,2015/12/11 17:03,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,1
40.3017291,-75.3189571,CHERRY LN;  SOUDERTON; Station 339; 2015-12-11 @ 17:02:29;,18964,EMS: VEHICLE ACCIDENT,2015/12/11 17:02,SOUDERTON,CHERRY LN,1
40.3017291,-75.3189571,CHERRY LN; SOUDERTON; 2015-12-11 @ 17:02:43-Station:STA74;,18964,Fire: VEHICLE ACCIDENT,2015/12/11 17:02,SOUDERTON,CHERRY LN,1
40.3127104,-75.307659,CHERRY LN & S COUNTY LINE RD; SOUDERTON; 2015-12-11 @ 17:02:41;,18964,Traffic: VEHICLE ACCIDENT -,2015/12/11 17:02,SOUDERTON,CHERRY LN & S COUNTY LINE RD,1
40.3156427,-75.3313895,HARLEYSVILLE PIKE & E RELIANCE RD; SOUDERTON; 2015-12-11 @ 17:10:47;,18964,Traffic: VEHICLE ACCIDENT -,2015/12/11 17:10,SOUDERTON,HARLEYSVILLE PIKE & E RELIANCE RD,1
40.03813,-75.258681,HAGYS FORD RD & CHERMAR LN;  LOWER MERION; Station 313; 2015-12-11 @ 17:07:52;,19072,EMS: FALL VICTIM,2015/12/11 17:07,LOWER MERION,HAGYS FORD RD & CHERMAR LN,1
40.0698321,-75.3162951,BLUEROUTE  & BALLIGOMINGO RD UNDERPASS; WEST CONSHOHOCKEN; 2015-12-11 @ 17:14:58;,,Traffic: DISABLED VEHICLE -,2015/12/11 17:14,WEST CONSHOHOCKEN,BLUEROUTE  & BALLIGOMINGO RD UNDERPASS,1
40.1706264,-75.3642106,TROOPER RD & SPRING HILL RD; WORCESTER; 2015-12-11 @ 17:14:55;,19403,Traffic: ROAD OBSTRUCTION -,2015/12/11 17:14,WORCESTER,TROOPER RD & SPRING HILL RD,1
40.0903967,-75.3957327,MALL BLVD & GODDARD BLVD; UPPER MERION; 2015-12-11 @ 17:11:53;,19406,Traffic: VEHICLE ACCIDENT -,2015/12/11 17:11,UPPER MERION,MALL BLVD & GODDARD BLVD,1
40.0091328,-75.2840693,LLANFAIR RD & E MONTGOMERY AVE; LOWER MERION; 2015-12-11 @ 17:13:14;,19003,Traffic: DISABLED VEHICLE -,2015/12/11 17:13,LOWER MERION,LLANFAIR RD & E MONTGOMERY AVE,1
40.2212266,-75.2887369,LOUISE LN & DEAD END; UPPER GWYNEDD; 2015-12-11 @ 17:16:21-Station:STA80;,,Fire: FIRE ALARM,2015/12/11 17:16,UPPER GWYNEDD,LOUISE LN & DEAD END,1
