Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,15219-158845,Las Palmas,Licensed,Ruta Panamericana Km. 50,Pilar,B,AR,1629,,GMT-03:00 America/Argentina/Bu,-60.22,-33.39
Starbucks,47724-230145,Austral,Licensed,Av Juan Domingo Peron 1500,Pilar,B,AR,1629,,GMT-03:00 America/Argentina/Bu,-58.86,-34.46
Starbucks,15474-156010,Quilmes,Licensed,"Lavalle 403, esquina Colon",Quilmes,B,AR,1878 FUY,,GMT-03:00 America/Argentina/Bu,-58.26,-34.72
Starbucks,16786-175824,Segundo Fernandez,Licensed,Avenida Segundo Fernandez 114,San Isidro,B,AR,1642,,GMT-03:00 America/Argentina/Bu,-58.55,-34.49
Starbucks,16444-169428,San Justo,Licensed,Av. Provincias Unidad 3910,San Justo,B,AR,B1754,,GMT-03:00 America/Argentina/Bu,-58.56,-34.69
Starbucks,3632-142527,Nordelta,Licensed,"Avenida de Los Lagos 8010, Nordelta",Tigre,B,AR,1670,,GMT-03:00 America/Argentina/Bu,-58.66,-34.4
Starbucks,3628-142530,Buenos Aires Mall,Licensed,"Panamericana Km 36, Ramal Pilar",Tortuguitas,B,AR,B1667,5544-4607,GMT-03:00 America/Argentina/Bu,-58.73,-34.45
Starbucks,15478-161685,Maipu,Licensed,"Av. Maipu 940, Vicente Lopez",Vicente Lopez,B,AR,B1638BEL,,GMT-03:00 America/Argentina/Bu,-58.47,-34.53
Starbucks,26464-238685,Jean Jaures,Licensed,Jean Jaures 1015,Buenos Aires,C,AR,C1425ESA,,GMT-03:00 America/Argentina/Bu,-58.41,-34.6
Starbucks,7123-150606,Maure,Licensed,Maure 1818,Buenos Aires,C,AR,C1426CUH,5788-0585,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,26539-230148,Ayacucho,Licensed,"Avenida Santa Fe 1997, esquina Ayacucho, Recoleta",Buenos Aires,C,AR,C1123AAB,,GMT-03:00 America/Argentina/Bu,-58.4,-34.6
Starbucks,25324-219149,Honduras,Licensed,Honduras 5550 Ciudad de Buenos Aires,Buenos Aires,C,AR,,,GMT-03:00 America/Argentina/Bu,-58.44,-34.58
Starbucks,13054-156007,Juana Azurduy,Licensed,"Av. Cabildo 3500, esq. Juana Azurduy",Buenos Aires,C,AR,C1429AAS,,GMT-03:00 America/Argentina/Bu,-58.47,-34.55
Starbucks,15654-164107,Cabildo,Licensed,Avenida Cabildo 2020,Buenos Aires,C,AR,C1428AAP,,GMT-03:00 America/Argentina/Bu,-58.46,-34.56
Starbucks,15329-160024,Rodriguez Pena,Licensed,"Av. Corrientes 1702, esq. Rodriguez Pena",Buenos Aires,C,AR,C1042AAQ,,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,26461-232984,Gran Rex,Licensed,Av. Corrientes 857,Buenos Aires,C,AR,,,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,16744-173424,Paseo de la Infanta,Licensed,"Av. Del libertador 3800, Local 16",Buenos Aires,C,AR,C1425ABX,,GMT-03:00 America/Argentina/Bu,-58.42,-34.57
Starbucks,26535-240364,Galeria guemes,Licensed,San Martin 150,Buenos Aires,C,AR,C1004AAD,,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,47283-246923,Roosvelt,Licensed,"Roosevelt 2408, esquina Av. Cabildo",Buenos Aires,C,AR,C1428BOL,,GMT-03:00 America/Argentina/Bu,-58.46,-34.56
Starbucks,1290-142064,Malabia,Licensed,Malabia 1720,Buenos Aires,C,AR,C1414DMJ,4831-9937,GMT-03:00 America/Argentina/Bu,-58.43,-34.59
Starbucks,49438-156016,Plaza Serrano,Joint Venture,"Serrano 1545, Palermo, Capital Federal",Buenos Aires,C,AR,1425,,GMT-03:00 America/Argentina/Bu,-58.42,-34.57
Starbucks,9126-151506,Edificio Pirelli,Licensed,Maipu 1270,Buenos Aires,C,AR,C1006ACT,4314-3386,GMT-03:00 America/Argentina/Bu,-58.38,-34.59
Starbucks,20313-198064,Arcos,Licensed,"Godoy Cruz 2400, Palermo District",Buenos Aires,C,AR,C1425FQD,,GMT-03:00 America/Argentina/Bu,-58.43,-34.58
Starbucks,16600-173444,Congreso,Licensed,Av. De Mayo 1300,Buenos Aires,C,AR,C1075AAB,,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,1270-136935,Federico Lacroze,Licensed,Av Federico Lacroze 2301 (esq 3 de Febr),Buenos Aires,C,AR,C1426CPI,4899-1505,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,16743-175224,Callao y Santa Fe,Licensed,Avenida Callao 1087,Buenos Aires,C,AR,C1023AAD,,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,1282-139530,Galerias -Cordoba,Licensed,Florida 725,Buenos Aires,C,AR,C1005AAO,5555-5247,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,1273-137353,Los Molinos,Licensed,Juana Manso 1107,Buenos Aires,C,AR,C1107CBZ,5530-7322,GMT-03:00 America/Argentina/Bu,-58.36,-34.61
Starbucks,3525-142748,DOT Planta Baja,Licensed,Melian Avenida 4602,Buenos Aires,C,AR,C1430EZT,5777-9501,GMT-03:00 America/Argentina/Bu,-58.49,-34.55
Starbucks,1284-140707,Elcano,Licensed,Elcano 3179,Buenos Aires,C,AR,C1427CIV,4554-7122,GMT-03:00 America/Argentina/Bu,-58.46,-34.57
Starbucks,17802-185946,Conquistador,Licensed,Reconquista 751,Buenos Aires,C,AR,1003,,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,26459-238684,Florida Plaza,Licensed,Florida 960,Buenos Aires,C,AR,C1005AAT,,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,32499-133544,Alto Palermo,Licensed,"Av Coronel Diaz 3360, (esq. Arenales)",Buenos Aires,C,AR,C1425BGI,5777-8114,GMT-03:00 America/Argentina/Bu,-58.41,-34.59
Starbucks,1277-139525,Viamonte,Licensed,Callao 702 (esq. Viamonte),Buenos Aires,C,AR,C1023AAN,5258-0314,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,9199-152184,Paseo Alcorta,Licensed,Jeronimo Salguero 3172,Buenos Aires,C,AR,C1425DFP,4802-3151,GMT-03:00 America/Argentina/Bu,-58.4,-34.58
Starbucks,3803-153444,Yatch V,Licensed,Olga Cossetini 340,Buenos Aires,C,AR,C1107CKH,5530-7324,GMT-03:00 America/Argentina/Bu,-58.36,-34.6
Starbucks,29536-246926,Pampa,Licensed,"Pampa 1502, esquina Libertador",Buenos Aires,C,AR,C1428DZF,,GMT-03:00 America/Argentina/Bu,-58.45,-34.56
Starbucks,16370-170264,Avenida de Mayo,Licensed,Avenida de Mayo 970,Buenos Aires,C,AR,C1084AAR,,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,1281-139529,Edificio Republica,Licensed,Tucuman 1,Buenos Aires,C,AR,C1049AAA,4342-1870,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,19948-198065,Edificio Intercontinental,Licensed,Moreno 877,Buenos Aires,C,AR,C1091AAQ,,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,15142-156008,UCA,Licensed,Av. Alicia Moreau de Justo 1300,Buenos Aires,C,AR,C1107AAZ,,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,24877-228684,Recoleta Mall,Licensed,Vicente Lopez 2050,Buenos Aires,C,AR,C1128ACF,,GMT-03:00 America/Argentina/Bu,-58.39,-34.59
Starbucks,19944-202505,UADE II,Licensed,"Lima 717, CABA",Buenos Aires,C,AR,C1073AAO,,GMT-03:00 America/Argentina/Bu,-58.38,-34.62
Starbucks,15005-157045,Parque Rivadavia,Licensed,Av. Rivadavia 4893,Buenos Aires,C,AR,C1424CED,5530-7311,GMT-03:00 America/Argentina/Bu,-58.43,-34.62
Starbucks,6177-149892,Avenida La Plata,Licensed,Avenida La Plata 4,Buenos Aires,C,AR,C1184AAN,4958-0205,GMT-03:00 America/Argentina/Bu,-58.43,-34.62
Starbucks,16479-169427,Tribunales,Licensed,Lavalle 1394,Buenos Aires,C,AR,C1015ABL,,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,15509-158844,Portal Palermo,Licensed,"Av. Intendente Bullrich 345, Palermo",Buenos Aires,C,AR,C1425FTD,,GMT-03:00 America/Argentina/Bu,-58.43,-34.58
Starbucks,17243-180104,Devoto Shopping,Licensed,"Quevedo 3365, Villa Devoto",Buenos Aires,C,AR,C1417BVC,,GMT-03:00 America/Argentina/Bu,-58.52,-34.61
Starbucks,7027-149890,Castex,Licensed,Jeronimo Salguero 2294,Buenos Aires,C,AR,C1425DFN,5530-7326,GMT-03:00 America/Argentina/Bu,-58.41,-34.58
Starbucks,24640-221027,Huidobro,Licensed,Avendia Cabildo 4300,Buenos Aires,C,AR,C1429ABN,,GMT-03:00 America/Argentina/Bu,-58.47,-34.54
Starbucks,1279-139527,Abasto Shopping Center,Licensed,Corrientes Avenida 3247,Buenos Aires,C,AR,C1193AAE,4861-1730,GMT-03:00 America/Argentina/Bu,-58.41,-34.6
Starbucks,15653-164104,Callao - Buenos Aires,Licensed,"Callao 98, esq. Bartolome Mitre",Buenos Aires,C,AR,C1022AAN,,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,26538-230144,BIND,Licensed,San Martin 298,Buenos Aires,C,AR,C1004AAF,,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,20619-198066,Edificio Bank Boston,Licensed,"Pasaje Della Paolera 265, Catalinas Norte, Retiro",Buenos Aires,C,AR,C1001ADA,,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,7152-150785,UADE,Licensed,"Lima 717, Piso 8",Buenos Aires,C,AR,C1073AAO,5530-7320,GMT-03:00 America/Argentina/Bu,-58.38,-34.62
Starbucks,15098-156012,Ramos Mejia,Licensed,"Av. De Mayo 427, Ramos Mejia",Buenos Aires,C,AR,B1704,,GMT-03:00 America/Argentina/Bu,-58.57,-34.64
Starbucks,15459-161686,San Telmo,Licensed,"Defensa 1102, San Telmo",Buenos Aires,C,AR,C1065ARR,,GMT-03:00 America/Argentina/Bu,-58.37,-34.62
Starbucks,15059-157325,Mansilla,Licensed,"Av. Coronel Diaz 1601, esq. Mansilla",Buenos Aires,C,AR,C1425BPP,,GMT-03:00 America/Argentina/Bu,-58.41,-34.59
Starbucks,1285-140708,Florida 1,Licensed,"Florida 1, esquina Avenida Rivadavia",Buenos Aires,C,AR,C1005AAA,4342-9317,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,15058-157324,Austria,Licensed,Avenida Las Heras 2601,Buenos Aires,C,AR,C1425ASD,,GMT-03:00 America/Argentina/Bu,-58.4,-34.58
Starbucks,16237-169426,BA design,Licensed,"Av. Pueyrredon 2501, Recoleta",Buenos Aires,C,AR,C1119ACI,,GMT-03:00 America/Argentina/Bu,-58.39,-34.59
Starbucks,8177-151507,Reconquista,Licensed,Reconquista 383,Buenos Aires,C,AR,C1042AAC,,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,3629-142529,Cabello,Licensed,Cabello 3602 esq. Scalabrini Ortiz,Buenos Aires,C,AR,C1425APN,5530-7328,GMT-03:00 America/Argentina/Bu,-58.41,-34.58
Starbucks,23695-219147,Alliance,Licensed,"Av. Cordoba 975, Ciudad de Buenos Aires",Buenos Aires,C,AR,C1054AAI,,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,16690-174425,Olleros,Licensed,Avenida Cabildo 702 esquina Olleros,Buenos Aires,C,AR,1426,,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,24076-221025,Clinicas,Licensed,"Av. Cordoba 2348, CABA",Buenos Aires,C,AR,C1120AAS,,GMT-03:00 America/Argentina/Bu,-58.4,-34.6
Starbucks,15672-164105,Peru.,Licensed,"Av. Belgrano 601, esq. Peru",Buenos Aires,C,AR,C1092AAG,,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,3633-142525,Defensores,Licensed,"Av. Comodor Martin Rivadavia 1560, esq. Avenida del Libertador",Buenos Aires,C,AR,C1429DBR,4701-9317,GMT-03:00 America/Argentina/Bu,-58.46,-34.54
Starbucks,25325-232985,Julian Alvarez,Licensed,Julian Alvarez esq. Santa Fe,Buenos Aires,C,AR,C1425BGW,,GMT-03:00 America/Argentina/Bu,-58.41,-34.59
Starbucks,19945-198044,Abasto 2,Licensed,"Avenida Corrientes 3247, Abasto District",Buenos Aires,C,AR,C1193AAE,,GMT-03:00 America/Argentina/Bu,-58.41,-34.6
Starbucks,15458-161684,Triunvirato,Licensed,"Av. Triunvirato 4402, esq. Mendoza, Villa Urquiza",Buenos Aires,C,AR,C1431FBT,,GMT-03:00 America/Argentina/Bu,-58.48,-34.58
Starbucks,3554-153291,Pueyrredon,Licensed,Avenida Pueyrredon 1761,Buenos Aires,C,AR,C1119ACA,4897-7437,GMT-03:00 America/Argentina/Bu,-58.4,-34.59
Starbucks,15150-156011,Lomitas,Licensed,"Italia 406, Lomas de Zamora",Buenos Aires,C,AR,1832,,GMT-03:00 America/Argentina/Bu,-58.4,-34.77
Starbucks,4034-136938,Panamericano,Licensed,Melian Avenida 4602,Buenos Aires,C,AR,C1430EZT,5777-9501,GMT-03:00 America/Argentina/Bu,-58.49,-34.55
Starbucks,8090-154364,Caesar Park,Licensed,Cerrito 330,Buenos Aires,C,AR,C1010AAH,,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,24876-231226,Villa Crespo,Licensed,"Av. Corrientes 5347, Villa Crespo",Buenos Aires,C,AR,C1414ZAA,,GMT-03:00 America/Argentina/Bu,-58.44,-34.6
Starbucks,26472-239830,Talcahuano,Licensed,Talcahuano esq Av. Santa Fe,Buenos Aires,C,AR,C1059ABU,,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,9125-149965,Migueletes,Licensed,Migueletes 1019,Buenos Aires,C,AR,C1426BUM,4775-9861,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,21445-212345,Village Caballito,Licensed,Av. Rivadavia 5071,Caba,C,AR,C1424CEF,,GMT-03:00 America/Argentina/Bu,-58.44,-34.62
Starbucks,20331-204904,Olazabal,Licensed,"Av. del Libertador 6200, esq. Olazabal, Belgrano District",Caba,C,AR,C1428ARR,,GMT-03:00 America/Argentina/Bu,-58.45,-34.55
Starbucks,21525-212344,Galerias II,Licensed,San Martin 768,Caba,C,AR,1004,,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,47742-259028,La Barraca,Licensed,Las Canas 1833,Mendoza,M,AR,,,GMT-03:00 America/Argentina/Bu,-68.84,-32.89
Starbucks,47803-259029,Plaza Espana Mendoza,Licensed,Espana y Montevideo,Mendoza,M,AR,,,GMT-03:00 America/Argentina/Bu,-68.84,-32.88
Starbucks,17240-171905,Mendoza Plaza Shopping,Licensed,"Acc. Este 3280, Guaymallen, Villa Nueva",Mendoza,M,AR,M5521AAR,,GMT-03:00 America/Argentina/Bu,-68.78,-32.9
Starbucks,47752-259027,Espejo,Licensed,Espejo y San Martin,Mendoza,M,AR,,,GMT-03:00 America/Argentina/Bu,-68.84,-32.89
Starbucks,17241-171904,Palmares Open Mall,Licensed,Av. Ruta Panamericana 2650 Godoy Cruz,Mendoza,M,AR,5501,,GMT-03:00 America/Argentina/Bu,-68.83,-32.92
Starbucks,15673-163045,Boulevard Orono.,Licensed,Boulevard Orono 786,Rosario,S,AR,2000,,GMT-03:00 America/Argentina/Bu,-60.65,-32.94
Starbucks,15651-163044,Alto Rosario,Licensed,"Junin 501, Parque Scalabrini Ortiz",Rosario,S,AR,S2013DJK,,GMT-03:00 America/Argentina/Bu,-60.67,-32.93
Starbucks,47305-254784,Paseo del Siglo,Licensed,"Av. Cordoba 1643, 2000 Rosario, Santa Fe",Santa Fe,S,AR,2000,,GMT-03:00 America/Argentina/Bu,-60.7,-32.96
Starbucks,47235-248696,Buen Pastor,Licensed,San Lorenzo 25,Cordoba,X,AR,X5000AZA,,GMT-03:00 America/Argentina/Bu,-64.31,-31.32
Starbucks,47289-254786,Estrada,Licensed,"Estrada 159 , Cordoba",Cordoba,X,AR,5000,,GMT-03:00 America/Argentina/Bu,-64.2,-31.44
Starbucks,16161-168806,Canada,Licensed,Av. Colon 608,Cordoba,X,AR,5000,,GMT-03:00 America/Argentina/Bu,-64.19,-31.41
Starbucks,22131-168807,Dinosaurio Mall,Licensed,Av. Fuerza Aerea Argentina 1700 B,Cordoba,X,AR,C5000,,GMT-03:00 America/Argentina/Bu,-64.24,-31.36
Starbucks,16290-163049,Nuevocentro,Licensed,Duarte Quiroz 1400,Cordoba,X,AR,5000,,GMT-03:00 America/Argentina/Bu,-64.2,-31.41
Starbucks,16302-163050,Cordoba Shopping,Licensed,Jose de Goyechea 2851,Cordoba,X,AR,5000,,GMT-03:00 America/Argentina/Bu,-64.2,-31.44
Starbucks,21998-216824,SCS,Company Owned,SCS-Strasse,Vosendorf,3,AT,2334,13366332531,GMT+1:00 Europe/Vienna,16.32,48.11
Starbucks,19939-196684,Europark,Company Owned,Europastrasse 1,Salzburg,5,AT,5020,13366332526,GMT+1:00 Europe/Vienna,13.01,47.82
Starbucks,21799-140452,Hagenauerplatz,Company Owned,Hagenauerplatz 1,Salzburg,5,AT,5020,13366332528,GMT+1:00 Europe/Vienna,13.04,47.8
Starbucks,19767-199325,Forum 1,Company Owned,Sudtiroler Platz 13,Salzburg,5,AT,5020,13366332529,GMT+1:00 Europe/Vienna,13.05,47.81
Starbucks,25921-242984,Vienna Airport - landside (Kiosk),Licensed,Wien-Flughafen,Schwechat,9,AT,A-1300,,GMT+1:00 Europe/Vienna,16.56,48.13
Starbucks,40206-77760,Neubaugasse,Company Owned,Neubaugasse 4,Wien,9,AT,1070,43 1 3366332507,GMT+1:00 Europe/Vienna,16.35,48.2
Starbucks,40202-69420,Millennium City,Company Owned,Handelskai 94-96,Wien,9,AT,1200,43 1 3366332502,GMT+1:00 Europe/Vienna,16.39,48.24
Starbucks,23739-161864,Hauptbahnhof Wien,Company Owned,Bahnhof City Wien Hauptbahnhof,Wien,9,AT,1010,4.31337E+12,GMT+1:00 Europe/Vienna,16.38,48.18
Starbucks,15134-158024,Braunerstrasse,Company Owned,Braunerstrasse 2,Wien,9,AT,1010,431336633 2524,GMT+1:00 Europe/Vienna,16.37,48.21
Starbucks,40213-99693,Michaelerplatz,Company Owned,Reitschulgasse 4,Wien,9,AT,1010,43 1 3366332514,GMT+1:00 Europe/Vienna,16.37,48.21
Starbucks,40212-96779,AKH Allgemeines Krankenhaus,Company Owned,Waehringer Guertel 18-20,Wien,9,AT,1090,43 1 3366332512,GMT+1:00 Europe/Vienna,16.35,48.22
Starbucks,40204-76700,Mariahilfer Strasse,Company Owned,Mariahilfer Strasse 23-25,Wien,9,AT,1060,43 1 3366332505,GMT+1:00 Europe/Vienna,16.36,48.2
Starbucks,31077-103980,Rotenturmstrasse,Company Owned,Rotenturmstrasse 22,Wien,9,AT,1010,43 1 3366332515,GMT+1:00 Europe/Vienna,16.38,48.21
Starbucks,32495-133884,Invalidenstrasse,Company Owned,Invalidenstrasse 11,Wien,9,AT,1030,43 1 3366332521,GMT+1:00 Europe/Vienna,16.39,48.21
Starbucks,13074-150484,Donauzentrum,Company Owned,Wagramer Strasse 81,Wien,9,AT,1220,13366332523,GMT+1:00 Europe/Vienna,16.43,48.24
Starbucks,19247-200084,Westbahnhof,Company Owned,Bahnhof City Wien West,Wien,9,AT,1150,4.31337E+12,GMT+1:00 Europe/Vienna,16.34,48.2
Starbucks,17786-183845,Schottengasse,Company Owned,Schottengasse 9,Wien,9,AT,1010,4.31337E+12,GMT+1:00 Europe/Vienna,16.36,48.21
Starbucks,32492-120288,Karlsplatzpassage,Company Owned,Karlsplatz Hauptpassage,Wien,9,AT,1010,4.31337E+12,GMT+1:00 Europe/Vienna,16.37,48.2
Starbucks,49778-271255,Manly,Licensed,110-112 The Corso,Manly,NSW,AU,2095,,GMT+10:00 Australia/Sydney,151.29,-33.8
Starbucks,25291-240407,Mount Druitt,Licensed,Carlisle Avenue,Mt Druitt,NSW,AU,2770,,GMT+10:00 Australia/Sydney,150.82,-33.77
Starbucks,48100-261428,Westfield Parramatta,Licensed,"Shop 2174, Level 2, Westfield Parramatta, 159-175 Church St",Parramatta,NSW,AU,2150,,GMT+10:00 Australia/Sydney,151,-33.82
Starbucks,25277-240391,Haymarket,Licensed,"730-742 George Street, Shop G1, L1 16 & 17",Sydney,NSW,AU,2000,,GMT+10:00 Australia/Sydney,151.21,-33.88
Starbucks,25290-240408,Queen Victoria Building,Licensed,"455 George Street, Tenancy 69, Lower Ground Floor",Sydney,NSW,AU,2000,,GMT+10:00 Australia/Sydney,151.21,-33.87
Starbucks,25296-240405,Wynyard Green,Licensed,"11-17 York St, Shop 1",Sydney,NSW,AU,2000,,GMT+10:00 Australia/Sydney,151.21,-33.87
Starbucks,25276-240390,Hyde park,Licensed,201 Elizabeth Street,Sydney,NSW,AU,2000,,GMT+10:00 Australia/Sydney,151.21,-33.87
Starbucks,25279-240396,525 George Street,Licensed,"525 George Street, Shop 2",Sydney,NSW,AU,2000,,GMT+10:00 Australia/Sydney,151.21,-33.88
Starbucks,25299-240395,Westmead Childrens Hospital,Licensed,"Hawkesbury Rd & Hainsworth St, Level 2",Westmead,NSW,AU,2124,,GMT+10:00 Australia/Sydney,150.99,-33.8
Starbucks,25282-240406,Queens Plaza,Licensed,"226 Queen Street, Shop GL42",Brisbane,QLD,AU,4000,,GMT+10:00 Australia/Brisbane,153.03,-27.47
Starbucks,25278-240393,Myer Centre,Licensed,"91 Queen Street, Shop 12, Level A",Brisbane,QLD,AU,4000,,GMT+10:00 Australia/Brisbane,153.02,-27.47
Starbucks,25288-240410,Broadbeach,Licensed,"Surf Parade, Tenancy 109",Broadbeach,QLD,AU,4218,,GMT+10:00 Australia/Brisbane,153.43,-28.03
Starbucks,25287-240411,Westfield Chermside,Licensed,Cnr Gympie Rd & Hamilton Rd,Chermside,QLD,AU,4032,,GMT+10:00 Australia/Brisbane,153.03,-27.39
Starbucks,25292-240421,Cavill Avenue,Licensed,"Shops 303 & 304, Centro Surfers Paradise, Cavill Avenue",Gold Coast,QLD,AU,4217,,GMT+10:00 Australia/Brisbane,153.43,-28.01
Starbucks,25285-240413,Chevron Renaissance,Licensed,"Gold Coast Highway, Shop 26 & 27",Surfers Paradise,QLD,AU,4218,,GMT+10:00 Australia/Brisbane,153.43,-28.02
Starbucks,24303-236999,Garden City - Upper Mt Gravatt,Licensed,"Westfield Garden City, Kessels Road",Upper Mt Gravatt,QLD,AU,4122,,GMT+10:00 Australia/Brisbane,153.09,-27.54
Starbucks,25295-240418,Princess Alexandra Hospital,Licensed,Ipswich Rd,Wooloongabba,QLD,AU,4102,,GMT+10:00 Australia/Brisbane,153.03,-27.5
Starbucks,25294-240419,235 Bourke Street,Licensed,"235-251 Bourke St, Shops 5,6 & 10",Melbourne,VIC,AU,3000,,GMT+10:00 Australia/Melbourne,144.97,-37.81
Starbucks,25293-240420,2 Elizabeth Street,Licensed,"2 Elizabeth Street, Shop 8",Melbourne,VIC,AU,3000,,GMT+10:00 Australia/Melbourne,144.97,-37.82
Starbucks,25286-240412,DFO Spencer Street,Licensed,"93-161 Spencer Street, 201, 202, 203",Melbourne,VIC,AU,3000,,GMT+10:00 Australia/Melbourne,144.95,-37.82
Starbucks,25283-240416,Swanston Street,Licensed,295 Swanson Street,Melbourne,VIC,AU,3000,,GMT+10:00 Australia/Melbourne,144.97,-37.81
Starbucks,49790-270953,Galleria - Melbourne,Licensed,385 Bourke St,Melbourne,VIC,AU,3000,,GMT+10:00 Australia/Melbourne,144.96,-37.81
Starbucks,15476-160864,Paseo Herencia,Licensed,J.E. Irausquin Blvd 382A,Noord,AW,AW,,(297)523-6753,GMT-04:00 America/Oranjestad,-70.04,12.57
Starbucks,3635-146029,Renaissance Seaport Marketplace,Licensed,L.G.Smith Blvd. 9,Oranjestad,AW,AW,,(297)523-6751,GMT-04:00 America/Oranjestad,-70.04,12.52
Starbucks,3634-146030,Renaissance Mall - Aruba,Licensed,L.G. Smith Boulevard 82,Oranjestad,AW,AW,,(297)523-6750,GMT-04:00 America/Oranjestad,-70.04,12.52
Starbucks,28752-250830,Mall 28,Licensed,"45 Azadlig Avenue, No K3.08",Baku,BA,AZ,,9.94124E+11,GMT+4:00 Asia/Baku,49.85,40.38
Starbucks,25822-240094,Port Baku,Licensed,"153 Neftciler Avenue, Az, 1010",Baku,BA,AZ,0,9.94124E+11,GMT+4:00 Asia/Baku,49.86,40.38
Starbucks,28135-250266,Ganjlik Mall,Licensed,"Fatali Khoyski Avenue, Ganjlik Shopping Center",Narimonov,BA,AZ,0,9.94124E+11,GMT+4:00 Asia/Baku,49.85,40.4
Starbucks,29399-253484,TARGOVI,Licensed,"8 Mammad Amin Rasulzade, Rasulzade Street Sebail Baku",Baku,SAB,AZ,0,9.94124E+11,GMT+4:00 Asia/Baku,48.9,39.95
Starbucks,48462-260556,Brussels Schuman Metro Station,Licensed,"Rue de la Loi, Rond-point Robert Schuman",Brussels,BE,BE,1000,,GMT+1:00 Europe/Brussels,4.38,50.84
Starbucks,26401-240667,Brussels Louise Metro Station,Licensed,Guldenvlieslaan,Brussels,BE,BE,1000,,GMT+1:00 Europe/Brussels,4.35,50.83
Starbucks,26399-240668,Brussels - Gare du Midi (M),Licensed,Frankrijkstraat & Fonsnylaan,Brussels,BE,BE,1060,,GMT+1:00 Europe/Brussels,4.33,50.83
Starbucks,48459-260557,Brussels Metro Station,Licensed,"Montgomery, Woluwe-Saint-Pierre",Brussels,BE,BE,1150,,GMT+1:00 Europe/Brussels,4.41,50.84
Starbucks,18497-185504,Antwerp Groenplaats,Licensed,Groenplaats 13,Antwerp,VAN,BE,2000,,GMT+1:00 Europe/Brussels,4.4,51.22
Starbucks,20374-205052,Brussel Grand Place,Licensed,"Grand Place de Bruxelles 4, Couloir City 2",Brussels,VBR,BE,1000,,GMT+1:00 Europe/Brussels,4.36,50.84
Starbucks,18478-186824,Rogier Subway Station,Licensed,"Boulevard du Jardin Botanique, Antwerp Centraal Railway Station",Brussels,VBR,BE,1000,,GMT+1:00 Europe/Brussels,4.36,50.85
Starbucks,6104-148664,Antwerp Centraal Railway Station,Licensed,Koningin Astridplein 27,Antwerp,VLG,BE,2018,,GMT+1:00 Europe/Brussels,4.42,51.22
Starbucks,17990-180284,Bruges Railway Station,Licensed,"Stationsplein 5, Brussels Centraal",Brugges,VLG,BE,8000,,GMT+1:00 Europe/Brussels,3.19,51.27
Starbucks,15272-158067,Brussels (CS),Licensed,Eurpoakruispunt,Brussels,VLG,BE,1000,,GMT+1:00 Europe/Brussels,4.36,50.85
Starbucks,17299-177127,Gent Sint Pieters Station,Licensed,Koningin Maria Hendrikaplein 1,Gent,VLG,BE,9000,,GMT+1:00 Europe/Brussels,3.72,51.04
Starbucks,15759-164604,Gent Korenmarkt,Licensed,Korenmarkt 4,Gent,VLG,BE,9000,,GMT+1:00 Europe/Brussels,3.72,51.05
Starbucks,20894-198024,Leuven Railway Station,Licensed,Martelarenplein 16,Leuven,VLG,BE,3000,,GMT+1:00 Europe/Brussels,4.71,50.88
Starbucks,17489-177128,Brussels North Station,Licensed,"Vooruitgangstraat 76, Brussels Airport - BRU",Schaerbeek,VLG,BE,1030,,GMT+1:00 Europe/Brussels,4.36,50.86
